word,meaning,phonetic,example,example_cn
father,父亲；爸爸,/ˈfɑːðə(r)/,My father taught me how to ride a bike.,我父亲教我如何骑自行车。
me,我,/miː/,,
sister,姐；妹,/ˈsɪstə(r)/,My sister and I share a bedroom.,我妹妹和我共用一间卧室。
family,家；家庭,/ˈfæməli/,I spent the weekend with my family.,我和家人一起度过了这个周末。
have,有,/hæv/,I have two brothers.,我有两个兄弟。
big,大的,/bɪɡ/,That is a very big house.,那是一栋非常大的房子。
cousin,堂（表）兄弟姐妹,/ˈkʌz(ə)n/,My cousin lives in Beijing and visits us every summer.,我表弟住在北京，每年夏天都来看我们。
brother,兄弟,/ˈbrʌðə(r)/,My brother is two years older than me.,我哥哥比我大两岁。
baby,婴儿,/ˈbeɪbi/,The baby started crying because she was hungry.,婴儿因为饿了开始哭闹。
uncle,舅父；伯父；叔父,/ˈʌŋk(ə)l/,My uncle lives in Shanghai.,我叔叔住在上海。
aunt,姑母；姨母,/ɑːnt/,My aunt is coming to visit us next weekend.,我姑妈下周末要来看我们。
some,一些,/sʌm/,I need some water to drink.,我需要一些水喝。
small,小的,/smɔːl/,This room is too small for all of us.,这个房间太小了，容不下我们所有人。
like,喜欢,/laɪk/,I like to read books before going to bed.,我喜欢睡前看书。
dog,狗,/dɒɡ/,The dog is playing in the yard.,狗在院子里玩耍。
pet,宠物,/pet/,,
cat,猫,/kæt/,The cat is sleeping on the sofa.,猫正在沙发上睡觉。
fish,鱼,/fɪʃ/,We caught several fish at the lake yesterday.,我们昨天在湖里钓到了几条鱼。
bird,鸟,/bɜːd/,A bird is singing in the tree.,一只鸟在树上唱歌。
rabbit,兔,/ˈræbɪt/,The rabbit likes to eat carrots.,兔子喜欢吃胡萝卜。
go,去,/ɡəʊ/,I go to school by bus every day.,我每天坐公交车去上学。
zoo,动物园,/zuː/,We saw a lion at the zoo.,我们在动物园看到了一头狮子。
fox,狐狸,/fɒks/,The fox is a clever animal.,狐狸是一种聪明的动物。
Miss,（对女教师的称呼）女士,/mɪs/,"Excuse me, Miss, is this your bag?",打扰一下，小姐，这是你的包吗？
panda,大熊猫,/ˈpændə/,The panda is eating bamboo in the zoo.,熊猫在动物园里吃竹子。
red panda,小熊猫,/red ˈpændə/,,
cute,可爱的,/kjuːt/,The puppy is very cute with its big eyes.,那只小狗有双大眼睛，非常可爱。
monkey,猴子,/ˈmʌŋki/,The monkey climbed up the tree and ate a banana.,猴子爬上树，吃了一根香蕉。
tiger,老虎,/ˈtaɪɡə(r)/,The tiger lives in the forest.,老虎生活在森林里。
elephant,大象,/ˈelɪfənt/,The elephant is the largest animal on land.,大象是陆地上最大的动物。
lion,狮子,/ˈlaɪən/,The lion is known as the king of the jungle.,狮子被认为是丛林之王。
giraffe,长颈鹿,/dʒəˈrɑːf/,The giraffe has a very long neck.,长颈鹿有非常长的脖子。
tall,高的,/tɔːl/,The building is very tall.,这栋楼很高。
fast,快的,/fɑːst/,The car was driving very fast on the highway.,那辆车在高速公路上开得很快。
apple,苹果,/ˈæp(ə)l/,An apple a day keeps the doctor away.,一天一苹果，医生远离我。
banana,香蕉,/bəˈnɑːnə/,I eat a banana every morning for breakfast.,我每天早上吃一根香蕉当早餐。
farm,农场,/fɑːm/,/fɑ:m/,
air,空气,/eə(r)/,The fresh air in the mountains is very clean.,山里的新鲜空气非常干净。
orange,橙子,/ˈɒrɪndʒ/,I eat an orange every morning.,我每天早上吃一个橙子。
grape,葡萄,/ɡreɪp/,These green grapes are very sweet.,这些绿葡萄很甜。
school,学校,/skuːl/,I walk to school every day.,我每天步行去学校。
garden,花园,/ˈɡɑːd(ə)n/,My mother grows flowers in the garden.,我妈妈在花园里种花。
need,需要,/niːd/,You need to drink more water in hot weather.,天热时你需要多喝水。
water,给……浇水；水,/ˈwɔːtə(r)/,I need a glass of water.,我需要一杯水。
flower,花,/ˈflaʊə(r)/,She picked a beautiful flower from the garden.,她从花园里摘了一朵美丽的花。
grass,草；草地,/ɡrɑːs/,Please keep off the grass.,请勿踩踏草坪。
plant,种植；植物,/plɑːnt/,I water my plant every morning.,我每天早上给我的植物浇水。
new,新的,/njuː/,She bought a new dress for the party.,她为聚会买了一条新裙子。
tree,树,/triː/,There is a tall tree in the garden.,花园里有一棵高树。
sun,太阳,/sʌn/,The sun rises in the east.,太阳从东方升起。
give,给,/ɡɪv/,,
us,我们,/ʌs/,The teacher told us a story.,老师给我们讲了一个故事。
them,它们；他们,/ðem/,I gave them some candy.,我给了他们一些糖果。
colour,颜色,/ˈkʌlə(r)/,What colour is your new bicycle?,你的新自行车是什么颜色的？
green,绿色；绿色的,/ɡriːn/,The leaves turn green in spring.,叶子在春天变绿。
red,红色；红色的,/red/,She wore a beautiful red dress to the party.,她穿了一件漂亮的红色连衣裙去参加派对。
blue,蓝色；蓝色的,/bluː/,The sky is very blue today.,今天天空很蓝。
make,使出现；做,/meɪk/,My mother can make a beautiful cake.,我妈妈会做漂亮的蛋糕。
purple,紫色；紫色的,/ˈpɜːp(ə)l/,She picked a purple flower from the garden.,她从花园里摘了一朵紫色的花。
brown,棕色；棕色的,/braʊn/,She has beautiful brown eyes.,她有一双漂亮的棕色眼睛。
bear,熊,/beə(r)/,A bear lives in the forest.,熊住在森林里。
yellow,黄色（的）,/ˈjeləʊ/,The sun is yellow and bright.,太阳是黄色的，很明亮。
duck,鸭,/dʌk/,The duck is swimming in the pond.,鸭子在池塘里游泳。
sea,海洋,/siː/,We went swimming in the sea on our holiday.,我们度假时去海里游泳了。
pink,粉色；粉色的,/pɪŋk/,The little girl likes wearing pink dresses.,那个小女孩喜欢穿粉红色的裙子。
draw,画,/drɔː/,She can draw beautiful pictures.,她能画出漂亮的画。
white,白色（的）,/waɪt/,Snow is white.,雪是白色的。
black,黑色（的）,/blæk/,She has long black hair.,她有长长的黑发。
old,（多少）岁；旧的,/əʊld/,My grandfather is very old.,我的祖父年纪很大了。
five,五,/faɪv/,I have five books in my bag.,我的书包里有五本书。
year,年纪；年,/jɪə(r)/,"This year, I want to learn English.",今年，我想学英语。
one,一,/wʌn/,One plus one equals two.,一加一等于二。
two,二,/tuː/,I have two apples.,我有两个苹果。
three,三,/θriː/,I have three pencils in my bag.,我书包里有三支铅笔。
four,四,/fɔː(r)/,A square has four sides.,正方形有四条边。
ten,十,/ten/,There are ten apples on the table.,桌子上有十个苹果。
six,六,/sɪks/,There are six apples on the table.,桌上有六个苹果。
seven,七,/ˈsev(ə)n/,There are seven days in a week.,一周有七天。
eight,八,/eɪt/,There are eight people in the room.,房间里有八个人。
nine,九,/naɪn/,There are nine students in the small class.,这个小班里有九名学生。
o'clock,（表示整点）……点钟,/əˈklɒk/,The meeting starts at two o'clock.,会议两点钟开始。
cut,切块,/kʌt/,,
piece,块；片,/piːs/,,
eat,吃,/iːt/,I eat breakfast at seven.,我七点吃早餐。
cake,蛋糕,/keɪk/,My grandmother baked a chocolate cake for my birthday.,我奶奶为我的生日烤了一个巧克力蛋糕。
